,English,Chinese,Dictionary Accuracy,Terms,Correct Terms
21,"H. pylori eradication reduced the incidence of gastric cancer ( odds ratio , 0.48 ) and mortality from gastric cancer ( adjusted hazard ratio , 0.62 ) .",根除幽门螺杆菌降低了胃癌的发病率（比值比，0.48）和胃癌死亡率（调整后的风险比，0.62）。,1.0,['eradication'],['eradication']
22,"vitamin supplementation also decreased the incidence of gastric cancer ( OR , 0.64 ) and mortality from gastric cancer ( aHR , 0.48 ) .","维生素补充剂还降低了胃癌的发病率 (OR, 0.64) 和胃癌死亡率 (aHR, 0.48)。",,[],[]
23,"garlic supplementation did not reduce gastric cancer incidence but did reduce mortality from gastric cancer ( aHR , 0.66 ) .","大蒜补充剂并未降低胃癌的发病率，但确实降低了胃癌的死亡率 (aHR, 0.66)。",,[],[]
24,the beneficial effects of both vitamin and garlic supplementation were seen later than those from H. pylori eradication .,维生素和大蒜补充剂的有益作用晚于根除幽门螺杆菌。,1.0,['eradication'],['eradication']
25,"although the results reconfirm the benefit of H. pylori eradication at reducing gastric cancer incidence and mortality , the findings of the benefits of vitamin and garlic supplementation required longer observation to become apparent .",虽然结果再次证实了根除幽门螺杆菌对降低胃癌发病率和死亡率的益处，但补充维生素和大蒜的益处的发现需要更长时间的观察才能变得明显。,1.0,['eradication'],['eradication']
26,"the generalizability of the findings on supplementation may be limited , given that the study population had baseline nutritional deficiencies and a high risk for gastric cancer , but I would consider recommending a multivitamin for my patients at high risk for gastric cancer .",考虑到研究人群基线营养缺乏和胃癌高风险，补充剂研究结果的普遍性可能有限，但我会考虑向我的胃癌高风险患者推荐复合维生素。,,[],[]
27,a large cohort study found higher rates of cancer in children who underwent computed tomography than in those who did not .,一项大型队列研究发现，接受过计算机断层扫描的儿童患癌症的几率高于未接受过计算机断层扫描的儿童。,0.0,['who'],[]
28,"concerns about the carcinogenic effects of radiation are largely based on data from atomic bomb survivors , and the effects of ionizing radiation used for medical imaging are less well studied .",对辐射致癌作用的担忧主要基于原子弹爆炸幸存者的数据，而用于医学成像的电离辐射的影响研究较少。,0.0,['radiation'],[]
29,"to count as an exposure , diagnostic radiation had to have occurred two years before any cancer diagnosis .",要算作一次暴露，诊断性辐射必须在任何癌症诊断前两年发生。,0.0,"['count', 'radiation']",[]
30,"new cancers were diagnosed in 22,000 patients ( 0.02 % ) , including 1444 patients after radiation exposure ( 0.1 % ) .","22,000 名患者 (0.02%) 被诊断出新的癌症，其中包括 1444 名接受辐射照射后的患者 (0.1%)。",0.0,['radiation'],[]
31,"after adjustment for age and sex , radiation exposure was associated with a relative risk of 1.64 for developing a new cancer .",在针对年龄和性别进行调整后，辐射暴露与患上新癌症的相对风险 1.64 相关。,0.0,['radiation'],[]
32,"the highest risks were for myelodysplasia , leukemias , and breast , thyroid , and oral and pharyngeal cancers .",风险最高的是骨髓增生异常、白血病、乳腺癌、甲状腺癌、口腔癌和咽癌。,,[],[]
33,"however , the overall risk of cancer was still very low , so when imaging is necessary , we should not hesitate to order it .",但是，整体患癌症的风险仍然很低，因此当需要进行影像学检查时，我们应该毫不犹豫地进行检查。,,[],[]
34,"treatment with cool running water was associated with improved outcomes , especially when administered for at least 20 minutes .",用凉爽的自来水治疗与改善结果有关，尤其是在至少持续 20 分钟的情况下。,,[],[]
35,recent evidence suggests that burns in adults heal better when treated with cool running water ( Burns 2019 ; 45 : 433 ; PLoS One 2016 ; 11 : e0147259 ) .,最近的证据表明，成人烧伤在用凉爽的自来水处理后愈合得更好（Burns 2019；45：433；PLoS One 2016；11：e0147259）。,,[],[]
36,"to assess the effect of this treatment for pediatric burns , researchers queried an Australian burn center database that included structured interviews with patients and parents about first aid provided within 3 hours of injury , prior to burn center assessment .",为了评估这种治疗对小儿烧伤的效果，研究人员查询了澳大利亚烧伤中心的数据库，该数据库包括在烧伤中心评估之前对患者和父母进行的关于受伤 3 小时内提供的急救的结构化访谈。,,[],[]
37,"patients with friction , electrical , and chemical burns as well as those with missing data were excluded .",有摩擦、电和化学灼伤的患者以及数据缺失的患者被排除在外。,,[],[]
38,"although observational , this study provides fairly convincing evidence that treatment of pediatric burns with cool running water as soon as possible improves important clinical outcomes .",虽然是观察性研究，但这项研究提供了相当有说服力的证据，证明尽快用凉爽的自来水治疗小儿烧伤可改善重要的临床结果。,,[],[]
39,"the authors note that durations longer than 20 minutes have not been shown to provide additive benefit and could be harmful , although that was not tested in this study .",作者指出，持续时间超过 20 分钟并没有显示出额外的好处，而且可能有害，尽管本研究并未对此进行测试。,,[],[]
40,"HbA1c was averaged over time for each patient ( mean HbA1c level for the cohort , 8.0 % ) .",对每个患者的 HbA1c 随时间进行平均（队列的平均 HbA1c 水平，8.0%）。,,[],[]
41,"thus , the authors suggest that an HbA1c target of 6.5 % to 6.9 % is reasonable .",因此，作者建议将 HbA1c 目标设定为 6.5% 至 6.9% 是合理的。,,[],[]
42,"no ; benefits will outweigh risks for many menopausal patients who , through discussion of research findings and shared decision making , can make informed choices about HT use .",不 ;对于许多绝经期患者而言，收益将大于风险，他们可以通过讨论研究结果和共同决策，就 HT 使用做出明智的选择。,0.0,['who'],[]
43,hormone therapy ( HT ) is the most effective treatment for bothersome menopausal vasomotor symptoms .,激素疗法 (HT) 是治疗烦人的更年期血管舒缩症状最有效的方法。,,[],[]
44,both regimens raised risk for stroke and venous thromboembolism but lowered risk for fractures and diabetes .,这两种方案都会增加中风和静脉血栓栓塞的风险，但会降低骨折和糖尿病的风险。,,[],[]
45,"although observational studies over the past several decades have linked HT to increased breast cancer risk , the specific associations with HT formulation , route of delivery , and duration have been poorly studied .",尽管过去几十年的观察性研究已将 HT 与乳腺癌风险增加联系起来，但与 HT 配方、分娩途径和持续时间的具体关联研究很少。,,[],[]
46,all systemic HT formulations ( including those using oral conjugated equine estrogens or estradiol or transdermal estradiol ) were associated with excess risk for breast cancer .,所有全身性 HT 制剂（包括使用口服结合马雌激素或雌二醇或透皮雌二醇的制剂）都与患乳腺癌的风险过高有关。,,[],[]
47,type of progestogen did not appear to affect these associations .,孕激素的类型似乎并未影响这些关联。,1.0,['progestogen'],['progestogen']
48,vaginal estrogen was not associated with increased risk .,阴道雌激素与风险增加无关。,,[],[]
49,"assuming the reported associations are causal , the authors estimated the absolute risk for breast cancer up to age 70 .",假设报告的关联是因果关系，作者估计了 70 岁以下患乳腺癌的绝对风险。,,[],[]
50,"at 10 years of HT use , risks were approximately twice that at 5 years .",使用 HT 10 年时，风险大约是 5 年时的两倍。,,[],[]
51,"for EPT , both the randomized WHI trial and this new Lancet analysis of observational data indicated an increased risk for breast cancer .",对于 EPT，随机 WHI 试验和这项新的柳叶刀观察数据分析均表明患乳腺癌的风险增加。,,[],[]
52,could the excess risk found in observational studies be exaggerated due to inherent limitations of the study design ?,由于研究设计的固有局限性，是否会夸大观察性研究中发现的额外风险？,,[],[]
53,"in contrast , in the WHI trial ( and in most randomized trials of HT ) , both users and nonusers underwent uniformly standardized mammographic screening .",相比之下，在 WHI 试验（以及大多数 HT 随机试验）中，使用者和非使用者都接受了统一标准化的乳房 X 光检查。,,[],[]
54,"thus , the excess breast cancer risk in observational studies could reflect increased mammographic detection of nonlethal cancers .",因此，观察性研究中乳腺癌风险过高可能反映了非致命性癌症的乳房 X 光检查检测率增加。,,[],[]
55,"accordingly , one advantage that observational studies have over randomized trials ( usually limited to 5 − 7 years of treatment ) is their ability to assess extended use .",因此，观察性研究优于随机试验（通常限于 5-7 年的治疗）的一个优势是它们能够评估延长使用时间。,,[],[]
56,"understandably , women are often concerned about breast cancer risk as they make decisions about HT ; however , such decisions should be guided by the big picture .",可以理解的是，女性在做出关于 HT 的决定时通常会担心患乳腺癌的风险；但是，此类决策应以大局为指导。,,[],[]
57,"on an absolute scale , many of the risks associated with HT are modest .",从绝对规模上看，许多与 HT 相关的风险是适度的。,,[],[]
58,the largest hazard ratio associated with HT use corresponds to an elevated risk for venous thromboembolism - and using transdermal rather than oral estrogen appeared to attenuate this risk .,与 HT 使用相关的最大风险比对应于静脉血栓栓塞风险的升高 - 使用透皮而不是口服雌激素似乎可以降低这种风险。,,[],[]
59,"for many women , risks associated with HT are offset by reductions in symptoms , improved quality of life , and benefits in other health outcomes , such as fractures .",对于许多女性来说，与 HT 相关的风险会被症状减轻、生活质量改善以及骨折等其他健康结果的益处所抵消。,1.0,['health'],['health']
60,"the net effects of HT are most favorable for recently menopausal women who have moderate to severe vasomotor symptoms and low or average risks for breast cancer , cardiovascular disease , and venous thromboembolism .",HT 的净效应最有利于最近绝经的妇女，她们有中度至重度血管舒缩症状，患乳腺癌、心血管疾病和静脉血栓栓塞症的风险较低或一般。,0.0,['who'],[]
61,"in sum , women deserve reliable information in order to make informed decisions - aligned with their personal preferences - on whether the potential benefits of HT are likely to outweigh the potential risks .",总而言之，女性应该得到可靠的信息，以便根据她们的个人喜好做出明智的决定，了解 HT 的潜在益处是否可能超过潜在风险。,,[],[]
62,"the primary outcome was treatment success , defined as a decrease of 50 % or more in the Gastroesophageal Reflux Disease ( GERD ) -Health Related Quality of Life score ( range , 0 to 50 , with higher scores indicating worse symptoms ) at 1 year .",主要结果是治疗成功，定义为 1 年时胃食管反流病 (GERD) 与健康相关的生活质量评分（范围 0 至 50，评分越高表示症状越严重）下降 50% 或更多。,,[],[]
63,"a total of 366 patients ( mean age , 48.5 years ; 280 men ) were enrolled .",共有 366 名患者（平均年龄 48.5 岁；280 名男性）入组。,,[],[]
64,the remaining 78 patients underwent randomization .,其余 78 名患者接受了随机分组。,,[],[]
65,"the difference in the incidence of treatment success between the active medical group and the control medical group was 16 percentage points ( 95 % confidence interval , − 5 to 38 ; P = 0.17 ) .",活性药物组和对照药物组治疗成功率的差异为16个百分点（95%置信区间，-5至38；P=0.17）。,,[],[]
66,"for that highly selected subgroup , surgery was superior to medical treatment . ( Funded by the Department of Veterans Affairs Cooperative Studies Program ; ClinicalTrials.gov number , NCT01265550 . )",对于那个经过严格挑选的亚组，手术优于药物治疗。 （由退伍军人事务部合作研究计划资助；ClinicalTrials.gov 编号，NCT01265550。）,,[],[]
67,"in the United States , approximately 20 % of adults regularly have symptoms of gastroesophageal reflux disease ( GERD ) , 1 and annual costs for managing GERD exceed $ 12 billion.2",在美国，大约 20 % 的成年人经常有胃食管反流病 ( GERD ) 的症状 1 ，每年管理 GERD 的费用超过 120 亿美元。 2,0.0,['annual'],[]
68,PPIs are often continued despite inadequate symptom relief.11,尽管症状缓解不充分，但 PPI 通常会继续使用。 11,1.0,['symptom'],['symptom']
69,"alternatively , for patients with reflux hypersensitivity , surgical reduction of reflux might not relieve symptoms generated by a hypersensitive esophagus .",或者，对于反流过敏的患者，减少反流的手术可能无法缓解由过敏性食管引起的症状。,,[],[]
70,"surgeons are reluctant to rely on it to select patients for fundoplication , generally preferring traditional esophageal pH monitoring for that purpose.21",外科医生不愿意依靠它来选择患者进行胃底折叠术，通常更喜欢为此目的进行传统的食管 pH 监测。 21,,[],[]
71,this trial was approved by the Veterans Affairs ( VA ) central institutional review board .,该试验得到了退伍军人事务部 (VA) 中央机构审查委员会的批准。,,[],[]
72,"the authors vouch for the completeness and accuracy of the data and for the fidelity of the trial to the protocol , available with the full text of this article at NEJM.org .",作者保证数据的完整性和准确性以及试验对方案的忠实度，方案与本文全文可在 NEJM.org 获取。,,[],[]
73,prerandomization Trial Procedures,随机化前试验程序,,[],[]
74,all patients who were referred to VA gastroenterology clinics for heartburn refractory to PPIs were screened ( Figure 1 ) .,所有因 PPI 难治性胃灼热而转诊至 VA 胃肠病诊所的患者均接受了筛查（图 1）。,0.0,['who'],[]
75,"initial slow recruitment of patients resulted in intratrial changes to the protocol , including revised power calculations . ( for details on prerandomization trial procedures , randomization , intratrial changes to the protocol , and the statistical analysis , see the Supplementary Appendix , available at NEJM.org. )",最初缓慢招募患者导致试验中对方案进行了更改，包括修改了功效计算。 （有关随机化前试验程序、随机化、试验方案变更和统计分析的详细信息，请参阅补充附录，可在 NEJM.org 获取。）,,[],[]
76,medical Treatment Groups,医疗组,,[],[]
77,investigators and patients were unaware of whether medical treatment was active or placebo .,研究人员和患者不知道药物治疗是积极的还是安慰剂。,,[],[]
78,"at all clinic visits , patients were queried about missed medication doses , and medication counts were performed .",在所有门诊就诊时，都会询问患者是否漏服药物，并进行药物计数。,,[],[]
79,patients in both groups received active omeprazole at a dose of 20 mg twice daily throughout the trial .,在整个试验期间，两组患者均接受每天两次 20 毫克剂量的活性奥美拉唑。,,[],[]
80,"after discontinuation , patients with contraindications to desipramine were declared to have treatment failure .",停药后，对地昔帕明有禁忌症的患者被宣布治疗失败。,,[],[]
81,surgical Treatment Group,手术治疗组,,[],[]
82,surgical treatment was laparoscopic Nissen fundoplication .,手术治疗为腹腔镜尼森胃底折叠术。,,[],[]
83,heartburn medications were prohibited after fundoplication .,胃底折叠术后禁用胃灼热药物。,,[],[]
84,this article does not include all analyses and outcomes that were prespecified in the protocol and does not include any analyses or outcome measures that were not prespecified in the protocol .,本文不包括方案中预先指定的所有分析和结果，也不包括方案中未预先指定的任何分析或结果测量。,,[],[]
85,"to keep the overall type I error at 0.05 for the null hypothesis , the alpha level for each of the three comparisons was adjusted with the use of the Hochberg method.25",为了将零假设的总体 I 类错误保持在 0.05，使用 Hochberg 方法调整了三个比较中每一个的 alpha 水平。 25,,[],[]
86,"we used SAS software , version 9.4 ( SAS Institute ) , for all analyses .",我们使用 SAS 软件 9.4 版（SAS Institute）进行所有分析。,,[],[]
87,prerandomization PROCEDURE EXCLUSIONS,随机化前程序排除,,[],[]
88,"a revised power calculation called for 108 randomly assigned patients , but enrollment was capped at 78 solely because of funding limitations .",修订后的功效计算要求 108 名随机分配的患者，但仅由于资金限制，登记人数上限为 78 人。,,[],[]
89,randomly ASSIGNED PATIENTS,随机分配的患者,,[],[]
90,"after trial completion , review of primary data collection forms revealed discrepancies in eligibility criteria data for 5 randomly assigned patients , which raised uncertainty about whether these patients met all eligibility criteria .",试验完成后，对主要数据收集表的审查发现 5 名随机分配患者的资格标准数据存在差异，这增加了对这些患者是否符合所有资格标准的不确定性。,,[],[]
91,analyses that excluded these 5 patients were similar to our primary analyses ( see the Supplementary Appendix ) .,排除这 5 名患者的分析与我们的主要分析相似（见补充附录）。,,[],[]
92,"the relative risk of treatment success was 2.38 ( 95 % CI , 1.20 to 4.71 ) for surgery versus active medical treatment , 5.78 ( 95 % CI , 1.93 to 17.31 ) for surgery versus control medical treatment , and 2.43 ( 95 % CI , 0.71 to 8.35 ) for active medical treatment versus control medical treatment ( unadjusted comparisons ) .",手术与积极药物治疗的治疗成功相对风险分别为 2.38 ( 95 % CI 1.20 至 4.71 ) ，手术与对照药物治疗 5.78 ( 95 % CI 1.93 至 17.31 ) 和 2.43 ( 95 % CI 0.71 至8.35) 积极药物治疗与对照药物治疗（未经调整的比较）。,,[],[]
93,the incidence of success in the surgery group was 71 % among the 14 patients with reflux hypersensitivity and 62 % among the 13 with abnormal acid reflux .,手术组的成功率在 14 名反流过敏患者中为 71%，在 13 名胃酸反流异常患者中为 62%。,,[],[]
94,"there were five serious adverse events in 4 patients in the surgery group , four serious adverse events in 4 patients in the active medical group , and five serious adverse events in 3 patients in the control medical group ( Table S3 ) .",手术组有 4 名患者发生 5 起严重不良事件，积极治疗组有 4 名患者发生 4 起严重不良事件，对照组有 3 名患者发生 5 起严重不良事件（表 S3）。,,[],[]
95,"one surgical patient had a herniated Nissen fundoplication that resulted in repeat surgery complicated by postoperative pneumonia ; recovery was complete , and repeat surgery successfully controlled heartburn .",一名手术患者患有突出的 Nissen 胃底折叠术，导致重复手术并发术后肺炎；恢复完全，再次手术成功地控制了胃灼热。,,[],[]
96,there were no deaths .,没有死亡。,,[],[]
97,"in that highly selected group , the incidence of treatment success with laparoscopic Nissen fundoplication at 1 year ( 67 % ) was significantly superior to that with active medical treatment ( 28 % ) or control medical treatment ( 12 % ) .",在这个精心挑选的组中，腹腔镜 Nissen 胃底折叠术在 1 年时的治疗成功率 (67%) 明显优于积极药物治疗 (28%) 或对照药物治疗 (12%)。,,[],[]
98,"first , trial patients were given explicit instructions to take omeprazole 30 minutes before meals .",首先，试验患者被明确指示在饭前 30 分钟服用奥美拉唑。,,[],[]
99,this is important because PPIs bind only to gastric proton pumps that are actively secreting acid .,这很重要，因为 PPI 仅与活跃分泌酸的胃质子泵结合。,,[],[]
100,"fewer than 10 % of those pumps are active during fasting , whereas approximately 70 % are active when stimulated by meals.26",这些泵中只有不到 10 % 在禁食期间处于活动状态，而大约 70 % 在进食时处于活动状态。 26,,[],[]
101,"consequently , PPIs are most effective when taken before meals .",因此，PPI 在饭前服用最有效。,,[],[]
102,"second , patients taking PPIs other than omeprazole at trial entry were switched to omeprazole .",其次，在试验开始时服用奥美拉唑以外的 PPI 的患者转为服用奥美拉唑。,,[],[]
103,"relative potencies of different PPIs vary widely , 27 and individual patients can exhibit considerable variability in response to different PPIs.28",不同 PPI 的相对效力差异很大，27 并且个体患者对不同 PPI 的反应可能表现出相当大的差异。 28,,[],[]
104,"many patients would not complete this rigorous evaluation , and among those who did , the cause of heartburn in most of them was not GERD .",许多患者不会完成这项严格的评估，而在那些完成的患者中，大多数胃灼热的原因不是 GERD。,0.0,['who'],[]
105,"our finding that reflux hypersensitivity can respond to fundoplication is noteworthy because reflux hypersensitivity is considered a functional disorder , which might not be expected to improve with a procedure that eliminates reflux without altering abnormal esophageal pain perception.10",我们发现反流超敏反应可以对胃底折叠术产生反应是值得注意的，因为反流超敏反应被认为是一种功能障碍，可能无法通过消除反流而不改变异常食管疼痛感知的手术来改善这种情况。 10,,[],[]
106,"for our surgical patients , the incidence of treatment success was 71 % among the 14 with reflux hypersensitivity and 62 % among the 13 with abnormal acid reflux .",对于我们的手术患者，14 名反流过敏患者的治疗成功率为 71%，13 名胃酸反流异常患者的治疗成功率为 62%。,,[],[]
107,"PPIs are inactivated through the hepatic cytochrome P450 isoenzyme CYP2C19 , and CYP2C19 mutations can influence PPI inactivation rates and clinical efficacy.39",PPI 通过肝细胞色素 P450 同工酶 CYP2C19 失活，而 CYP2C19 突变可影响 PPI 失活率和临床疗效。 39,0.5,"['isoenzyme', 'cytochrome']",['isoenzyme']
108,limitations of our trial include its relatively small sample size and predominance of white men ( reflecting the veteran patient population ) .,我们试验的局限性包括其相对较小的样本量和白人男性的优势（反映了退伍军人患者群体）。,,[],[]
109,another limitation involves the intratrial protocol amendments required to enable trial completion .,另一个局限性涉及为完成试验所需的试验内协议修正案。,,[],[]
110,"overly restrictive entry criteria that limit trial enrollment , generalizability , and completion are a common problem in trials involving patients with functional gastrointestinal disorders.40,41","限制试验入组、普遍性和完成的过于严格的入组标准是涉及功能性胃肠病患者的试验中的一个常见问题。 40,41",,[],[]
111,"consequently , we amended the protocol to allow the entry of patients with contraindications to desipramine .",因此，我们修改了协议，允许有禁忌症的患者进入地昔帕明。,,[],[]
112,"we also amended power calculations to detect only large differences between medical and surgical treatments , reasoning that physicians would not recommend surgery unless it were considerably more effective than medical therapy .",我们还修改了功效计算以仅检测药物治疗和手术治疗之间的巨大差异，理由是医生不会推荐手术，除非它比药物治疗有效得多。,,[],[]
113,"in that highly selected group , laparoscopic Nissen fundoplication was significantly superior to medical therapy .",在这个经过精心挑选的组中，腹腔镜 Nissen 胃底折叠术明显优于药物治疗。,,[],[]
114,the relative merits of ticagrelor as compared with prasugrel in patients with acute coronary syndromes for whom invasive evaluation is planned are uncertain .,对于计划进行侵入性评估的急性冠脉综合征患者，替格瑞洛与普拉格雷相比的相对优势尚不确定。,,[],[]
115,"the primary end point was the composite of death , myocardial infarction , or stroke at 1 year .",主要终点是 1 年时死亡、心肌梗死或卒中的复合终点。,,[],[]
116,a major secondary end point ( the safety end point ) was bleeding .,一个主要的次要终点（安全终点）是出血。,,[],[]
117,a total of 4018 patients underwent randomization .,共有 4018 名患者接受了随机分组。,,[],[]
118,"the respective incidences of the individual components of the primary end point in the ticagrelor group and the prasugrel group were as follows : death , 4.5 % and 3.7 % ; myocardial infarction , 4.8 % and 3.0 % ; and stroke , 1.1 % and 1.0 % .",替格瑞洛组和普拉格雷组主要终点的各个组成部分的发生率分别如下：死亡，4.5%和3.7%；心肌梗塞，4.8%和3.0%；和中风，1.1% 和 1.0%。,,[],[]
119,"definite or probable stent thrombosis occurred in 1.3 % of patients assigned to ticagrelor and 1.0 % of patients assigned to prasugrel , and definite stent thrombosis occurred in 1.1 % and 0.6 % , respectively .",分配给替格瑞洛组的患者和普拉格雷组分别有 1.3% 和 1.0% 的患者发生明确或可能的支架内血栓形成，明确的支架内血栓形成发生率分别为 1.1% 和 0.6%。,,[],[]
120,"major bleeding ( as defined by the Bleeding Academic Research Consortium scale ) was observed in 5.4 % of patients in the ticagrelor group and in 4.8 % of patients in the prasugrel group ( hazard ratio , 1.12 ; 95 % CI , 0.83 to 1.51 ; P = 0.46 ) .",替格瑞洛组 5.4% 的患者和普拉格雷组 4.8% 的患者观察到大出血（根据出血学术研究联盟量表定义）（风险比，1.12；95% CI，0.83 至 1.51；P = 0.46）。,0.0,['consortium'],[]
121,"however , data are lacking on the relative merits of treatment for 1 year with ticagrelor as compared with prasugrel in patients with acute coronary syndromes for whom invasive evaluation is planned .",然而，对于计划进行有创评估的急性冠脉综合征患者，与普拉格雷相比，替格瑞洛治疗 1 年的相对优点尚缺乏数据。,,[],[]
122,"in these patients , ticagrelor is usually administered as pretreatment before diagnostic angiography , 4 but prasugrel is administered only after the coronary anatomy has been assessed by means of diagnostic angiography , 5 since no advantage has been observed when prasugrel is used as pretreatment.9",在这些患者中，替格瑞洛通常作为诊断性血管造影术前的预处理给药 4 ，但仅在通过诊断性血管造影术评估冠状动脉解剖后才给药普拉格雷 5 ，因为普拉格雷用作预处理时未观察到优势 9 。,1.0,['angiography'],['angiography']
123,"one strategy is based on ticagrelor , and the other is based on prasugrel .",一种策略基于替格瑞洛，另一种基于普拉格雷。,,[],[]
124,the design and rationale of the trial have been published previously.10,试验的设计和基本原理之前已发表。 10,,[],[]
125,"the first and last authors , with input from the steering committee , designed the trial .",第一作者和最后一位作者在指导委员会的指导下设计了试验。,,[],[]
126,"the Intracoronary Stenting and Antithrombosis Research Center , which is affiliated with Deutsches Herzzentrum München in Munich , Germany , was the data coordinating center .",隶属于德国慕尼黑的Deutsches Herzzentrum München的冠状动脉内支架置入术和抗血栓形成研究中心是数据协调中心。,,[],[]
127,data analysis was performed by the trial statistician .,数据分析由试验统计学家进行。,,[],[]
128,"the first and last authors and the trial statistician vouch for the accuracy and completeness of the data and for the fidelity of the trial to the protocol , which is available with the full text of this article at NEJM.org .",第一作者和最后一位作者以及试验统计学家保证数据的准确性和完整性，以及试验对方案的忠实度，方案与本文全文可在 NEJM.org 获取。,,[],[]
129,the first author wrote the first draft of the manuscript .,第一作者撰写了手稿的初稿。,,[],[]
130,all the authors agreed to submit the manuscript for publication .,所有作者均同意投稿发表。,,[],[]
131,the funding institutions were not involved in writing the manuscript or interpreting the results .,资助机构没有参与撰写手稿或解释结果。,,[],[]
132,commercially available ticagrelor or prasugrel tablets were prescribed by the treating physician and purchased by the patients .,市售的替格瑞洛或普拉格雷片剂由主治医师开具处方并由患者购买。,,[],[]
133,"a detailed list of participating centers and investigators is provided in the Supplementary Appendix , available at NEJM.org .",补充附录中提供了参与中心和研究者的详细列表，补充附录可在 NEJM.org 获取。,,[],[]
134,exclusion criteria were determined predominantly from the summary of medical product characteristics of the trial drugs .,排除标准主要根据试验药物的医疗产品特征的总结确定。,,[],[]
135,the detailed exclusion criteria are listed in the Supplementary Appendix .,详细的排除标准列于补充附录中。,,[],[]
