,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
10,"many studies have developed risk stratification guidelines , but few have applied them in a primary care population .",许多研究已经制定了风险分级指南，但很少有研究应用于初级保健人群。,"有 许多 研究 制定 了 风险 分层 指南 , 但 其中 很少 有 研究 将 其 应用 于 初级 诊疗 机构 的 人群 .",0.23995765810775285,0.3333333333333333,"['population', 'stratification', 'primary', 'risk', 'applied', 'care']","['population', 'risk']",0.5555555555555555
11,"in this prospective study , researchers recruited patients from a family medicine practice in an inner city setting in England .",在这项前瞻性研究中，研究人员从英国一个城市内部的家庭医疗实践中招募了病人。,"在 这项 前瞻性 研究 中 , 研究者 从 英格兰 市中心 的 一个 家庭医生 诊所 招募 了 患者 .",0.2863214668633587,0.6666666666666666,"['family', 'setting', 'medicine', 'inner', 'prospective study', 'practice']","['family', 'inner', 'prospective study', 'practice']",0.7916666666666666
12,"adults with one or more risk factors for chronic liver disease ( obesity , type 2 diabetes , and hazardous alcohol use ) were enrolled as a subpopulation of the overall primary care practice .",成人患有一个或多个慢性肝病风险因素（肥胖、2型糖尿病和危险饮酒）的人群被纳入为总体初级保健实践的一个分群。,"本 研究 纳入 了 有 1 项 或 多项 慢性 肝病 危险 因素 ( 肥胖 , 2 型 糖尿病 和 危险 饮酒 ) 的 成人 , 将 其 作为 初级 诊疗 机构 总体 人群 的 一个 亚 人群 .",0.24560192236110243,0.75,"['alcohol', 'diabetes', 'type', '2', 'subpopulation', 'liver disease', 'obesity', 'chronic', 'primary', 'risk', 'practice', 'care']","['alcohol', 'diabetes', 'type', '2', 'liver disease', 'obesity', 'chronic', 'risk', 'practice']",0.8472222222222222
13,"patients underwent transient elastography ( TE ) , from which a reading of ≥ 8 kPa was defined as significant liver disease .",病人接受了瞬变弹性图像（TE）检查，其中≥8 kPa的阅读被定义为重要的肝脏疾病。,"患者 接受 了 瞬时 弹性 成像 ( TE ) , 成像 读数 ≥ 8 kPa 被 定义 为 显著 肝病 .",0.19924161549749667,0.0,"['TE', 'transient', 'defined', 'reading', 'liver disease']",[],0.6333333333333333
14,"among 576 patients participating , 533 ( 93 % ) had a reliable TE measurement .",在576位参与者中，533位（93%）拥有可靠的TE测量结果。,"在 参与 本 研究 的 576 例 患者 中 , 533 例 ( 93% ) 有 可靠 的 TE 测定 值 .",0.14517963511696413,0.5,"['TE', 'measurement']",['measurement'],0.5
15,"significant liver disease was found in 12 % of patients , nearly one third of whom had obesity as their only risk factor .",12%的病人出现了重大的肝脏疾病，其中近三分之一的人仅有肥胖作为他们的唯一风险因素。,"检查 发现 12% 的 患者 有 显著 肝病 , 其中 近 1 / 3 患者 的 唯一 危险 因素 是 肥胖 .",0.1497963059161952,0.5,"['liver disease', 'obesity', 'risk factor', 'third']","['obesity', 'risk factor']",0.875
16,"also , importantly , not only was obesity or diabetes each individually a driver of significant liver disease , but their combined presence showed a synergistic effect on prevalence .",此外，重要的是，肥胖或糖尿病不仅本身就是导致严重肝病的因素，而且它们的共存显示出对发病率的协同效应。,"此外 , 重要 的 是 , 不仅 肥胖 或 糖尿病 均 为 显著 肝病 的 驱动 因素 , 而且 两者 同时 存在 时 对 患病率 产生 协同效应 .",0.19903677267029432,0.7142857142857143,"['presence', 'diabetes', 'prevalence', 'liver disease', 'obesity', 'driver', 'synergistic effect']","['presence', 'diabetes', 'liver disease', 'obesity', 'synergistic effect']",0.7142857142857143
17,"Helicobacter pylori is a known risk factor for gastric cancer , and its eradication may be protective against the disease .",幽门螺杆菌是胀胃癌的已知风险因素，消除它可能有助于预防这种疾病。,"幽门 螺杆菌 是 胃癌 的 已知 危险 因素 , 根除 幽门 螺杆菌 可能 对 胃癌 有 预防 效果 .",0.22091653761070348,0.5,"['eradication', 'disease', 'helicobacter', 'risk factor', 'protective', 'gastric cancer']","['disease', 'risk factor', 'gastric cancer']",0.8194444444444443
18,both garlic and vitamin supplementation may also be protective in populations with nutritional deficiencies .,在营养不良的人群中，大蒜和维生素补充都可能具有防护作用。,补充 大蒜 和 维生素 也 可能 对 营养 缺乏 的 人群 产生 防护 作用 .,0.2303974992441717,0.5,"['vitamin', 'garlic', 'nutritional', 'protective']","['vitamin', 'garlic']",1.0
19,"the 2258 participants with H. pylori infection were assigned in a 2 × 2 × 2 factorial fashion to H. pylori eradication treatment , supplementation with vitamins ( vitamins C , E , and selenium ) , or supplementation with garlic ( extract and oil ) or to placebos for each .","2258 participants infected with H. pylori were assigned to H. pylori eradication treatment, supplementation with vitamins (vitamins C, E, and selenium), or supplementation with garlic (extract and oil) or to placebos for each in a 2 × 2 × 2 factorial fashion.","研究者 采用 2 × 2 × 2 析 因 设计 将 2 , 258 名 感染 幽门 螺杆菌 的 参与者 分组 , 分别 接受 幽门 螺杆菌 根除 治疗 , 补充 维生素 ( 维生素 C , 维生素 E 和 硒 ) 或 补充 大蒜 ( 提取物 和 大蒜油 ) 或者 使用 每种 方案 的 安慰剂 .",0.1664119395998278,0.08333333333333333,"['infection', 'placebos', 'extract', 'eradication', 'oil', '2', 'garlic', 'treatment', 'selenium', 'C', 'E', 'vitamins']",['2'],0.30745663650075417
20,the 1107 participants without H. pylori infection were assigned in a 2 × 2 factorial fashion to vitamin or garlic supplementation or to placebos for each .,将1107名患者分成两组，一组接受维生素补充，一组接受大蒜补充，每组各自再分为服用药物和安慰剂两组。,"研究者 采用 2 × 2 析 因 设计 将 1 , 107 名 未感染 幽门 螺杆菌 的 参与者 分组 , 分别 补充 维生素 或 大蒜 或者 使用 每种 方案 的 安慰剂 .",0.08348276120261261,0.5,"['infection', 'placebos', 'vitamin', '2', 'garlic', 'without']","['placebos', 'vitamin', 'garlic']",0.5
21,"H. pylori eradication reduced the incidence of gastric cancer ( odds ratio , 0.48 ) and mortality from gastric cancer ( adjusted hazard ratio , 0.62 ) .",H. pylori根除有助于减少胃癌的发病率(赔率比为0.48)和死亡率(调整后的危险比为0.62)。,"• 根除 幽门 螺杆菌 降低 了 胃癌 发病率 ( 比值 比 [ OR ] , 0.48 ) 和 胃癌 死亡率 ( 校正 后 的 风险 比 [ aHR ] , 0.62 ) .",0.154551384188703,0.6666666666666666,"['eradication', 'incidence', 'hazard ratio', 'mortality', 'gastric cancer', 'odds']","['eradication', 'incidence', 'mortality', 'gastric cancer']",0.861111111111111
22,"vitamin supplementation also decreased the incidence of gastric cancer ( OR , 0.64 ) and mortality from gastric cancer ( aHR , 0.48 ) .","vitamin supplementation also decreased the incidence of gastric cancer (OR, 0.64) and mortality from gastric cancer (aHR, 0.48).","• 补充 维生素 也 降低 了 胃癌 发病率 ( OR , 0.64 ) 和 胃癌 死亡率 ( aHR , 0.48 ) .",0.41045169847969976,0.0,"['incidence', 'vitamin', 'mortality', 'OR', 'gastric cancer']",[],0.07619047619047618
23,"garlic supplementation did not reduce gastric cancer incidence but did reduce mortality from gastric cancer ( aHR , 0.66 ) .",大蒜补充剂并未减少胃癌发病率，但却可以减少胃癌死亡率（aHR，0.66）。,"• 补充 大蒜 未 降低 胃癌 发病率 , 但 降低 了 胃癌 死亡率 ( aHR , 0.66 ) .",0.15405854432054833,0.8,"['incidence', 'reduce', 'garlic', 'mortality', 'gastric cancer']","['incidence', 'garlic', 'mortality', 'gastric cancer']",0.9
24,the beneficial effects of both vitamin and garlic supplementation were seen later than those from H. pylori eradication .,在H. pylori清除后，维生素和大蒜补充的有益效果才开始显现。,• 补充 维生素 和 大蒜 的 有益 效果 比 根除 幽门 螺杆菌 的 有益 效果 显现 得 要 晚 .,0.20897809059094252,0.75,"['eradication', 'vitamin', 'garlic', 'later']","['vitamin', 'garlic', 'later']",0.875
25,"although the results reconfirm the benefit of H. pylori eradication at reducing gastric cancer incidence and mortality , the findings of the benefits of vitamin and garlic supplementation required longer observation to become apparent .",尽管结果重申了除去H. pylori对减少胃癌发病率和死亡率的益处，但维生素和大蒜补充的益处需要更长时间的观察才能显现出来。,"结果 再次 证实 了 根除 幽门 螺杆菌 在 降低 胃癌 发病率 和 死亡率 方面 的 益处 , 而 补充 维生素 和 大蒜 的 益处 需要 较长 的 观察期 才能 显现 .",0.2570238664564247,0.6666666666666666,"['eradication', 'incidence', 'vitamin', 'garlic', 'mortality', 'benefit', 'observation', 'gastric cancer', 'become']","['incidence', 'vitamin', 'garlic', 'mortality', 'observation', 'gastric cancer']",0.7777777777777778
26,"the generalizability of the findings on supplementation may be limited , given that the study population had baseline nutritional deficiencies and a high risk for gastric cancer , but I would consider recommending a multivitamin for my patients at high risk for gastric cancer .",鉴于研究人群在营养方面存在基线缺乏，并且风险较高，给高胃癌风险的患者推荐多种维生素补充剂的可推广性可能有限，但我会考虑为我的高风险患者推荐多种维生素。,"鉴于 研究 人群 在 基线 时有 营养 缺乏 且 属于 胃癌 高危 人群 , 因此 补充 维生素 和 大蒜 的 结果 在 普遍 适用性 方面 可能 有限 , 但 我会 考虑 推荐 胃癌 高危 患者 服用 复合 维生素 .",0.19283222031826888,0.375,"['population', 'baseline', 'high risk', 'study', 'nutritional', 'gastric cancer', 'limited', 'I']","['population', 'baseline', 'gastric cancer']",0.7053571428571429
27,a large cohort study found higher rates of cancer in children who underwent computed tomography than in those who did not .,一项大型队列研究发现，接受过CT扫描的儿童患癌症的比例要高于那些未接受CT扫描的儿童。,"一项 大型 队列 研究 发现 , 接受 计算机 断层 ( CT ) 扫描 的 儿童 的 癌症 发病率 高于 未 接受 CT 扫描 的 儿童 .",0.4764293738697952,0.25,"['cancer', 'large', 'cohort study', 'computed tomography']",['cancer'],0.375
28,"concerns about the carcinogenic effects of radiation are largely based on data from atomic bomb survivors , and the effects of ionizing radiation used for medical imaging are less well studied .",关于辐射致癌作用的担忧主要基于原子弹幸存者的数据，而用于医疗成像的带电粒子辐射的影响则不是很好地研究。,"对 辐射 致癌 效应 的 担忧 主要 是 基于 原子弹 幸存者 的 数据 , 而 对于 医学 影像学 检查 中 应用 的 电离辐射 , 目前 关于 其 影响 的 研究 并不多 .",0.2597051327931227,0.25,"['carcinogenic', 'data', 'bomb', 'medical', 'ionizing radiation', 'well', 'atomic', 'imaging']","['data', 'bomb']",0.7374999999999999
29,"to count as an exposure , diagnostic radiation had to have occurred two years before any cancer diagnosis .",被认为是一次暴露，诊断性辐射必须在任何癌症诊断前两年发生。,诊断 检查 中 的 辐射 需 发生 于 诊断 出 癌症 之前 至少 2 年 才能 算作 暴露 .,0.1112191213474136,0.7142857142857143,"['count', 'cancer', 'radiation', 'exposure', 'diagnosis', 'diagnostic', 'two']","['cancer', 'radiation', 'exposure', 'diagnosis', 'two']",0.8095238095238095
30,"new cancers were diagnosed in 22,000 patients ( 0.02 % ) , including 1444 patients after radiation exposure ( 0.1 % ) .","新的癌症在22,000名病人身上被诊断出来（0.02%），其中1444名病人是在放射线暴露后被诊断出来的（0.1%）。","有 22 , 000 例 患者 ( 0.02% ) 被 诊断 出新 发 癌症 , 其中 1 , 444 例在 辐射 暴露 后 被 诊断 出新 发 癌症 ( 0.1% ) .",0.2032568052626076,1.0,"['radiation', 'exposure', 'new']","['radiation', 'exposure', 'new']",1.0
31,"after adjustment for age and sex , radiation exposure was associated with a relative risk of 1.64 for developing a new cancer .",根据年龄和性别调整后，辐射暴露与开发新癌症相关的相对风险为1.64。,"根据 年龄 和 性别 进行 校正 后 , 与 辐射 暴露 相关 的 新发 癌症 相对 危险度 为 1.64 .",0.27361108245926996,0.6363636363636364,"['cancer', 'radiation', 'exposure', 'sex', 'adjustment', 'relative', 'developing', 'associated', 'age', 'risk', 'new']","['cancer', 'radiation', 'exposure', 'sex', 'age', 'risk', 'new']",0.8181818181818182
32,"the highest risks were for myelodysplasia , leukemias , and breast , thyroid , and oral and pharyngeal cancers .",最高的风险是脊髓增生异常症、白血病和乳腺癌、甲状腺癌和口腔和咽癌。,"风险 最高 的 是 骨髓 增生 异常 , 白血病 , 乳腺癌 , 甲状腺癌 , 口腔癌 和 咽癌 .",0.18559826843762528,0.25,"['thyroid', 'oral', 'pharyngeal', 'breast']",['thyroid'],0.625
33,"however , the overall risk of cancer was still very low , so when imaging is necessary , we should not hesitate to order it .",然而，癌症的整体风险仍然很低，因此，当必须进行成像时，我们不应犹豫不决。,"但 癌症 的 总体 风险 仍然 很 低 , 因此 在 有 必要 进行 影像学 检查 时 , 我们 下 医嘱 不 应 犹豫 .",0.22033103683296826,0.42857142857142855,"['cancer', 'order', 'still', 'low', 'necessary', 'risk', 'imaging']","['cancer', 'low', 'risk']",0.6904761904761905
34,"treatment with cool running water was associated with improved outcomes , especially when administered for at least 20 minutes .",Cooling the affected area with running water for at least 20 minutes is associated with improved outcomes.,"流动 冷水 冲洗 与 结局 改善 相关 , 尤其 是 持续 冲洗 至少 20 分钟 的 情况 下 .",0.08416584730715337,0.0,"['water', 'running', 'associated', 'treatment', 'cool']",[],0.15294117647058822
35,recent evidence suggests that burns in adults heal better when treated with cool running water ( Burns 2019 ; 45 : 433 ; PLoS One 2016 ; 11 : e0147259 ) .,最近的证据表明，成人的烧伤在用冷水冲洗后会更好地愈合（Burns 2019；45：433；PLoS One 2016；11：e0147259）。,"新 的 证据 提示 , 成人 烧伤 后经 流动 冷水 冲洗 可以 更好 地 愈合 ( Burns 2019 ; 45 : 433 ; PLoS One 2016 ; 11 : e0147259 ) .",0.2065421182092322,0.7142857142857143,"['recent', 'water', 'running', 'heal', 'evidence', 'cool', 'burns']","['water', 'heal', 'evidence', 'cool', 'burns']",0.7619047619047619
36,"to assess the effect of this treatment for pediatric burns , researchers queried an Australian burn center database that included structured interviews with patients and parents about first aid provided within 3 hours of injury , prior to burn center assessment .",为了评估这种治疗方法对儿童烧伤的影响，研究人员查询了一个包含有关受伤3小时内提供的急救、在烧伤中心评估之前的结构化采访患者和家长的澳大利亚烧伤中心数据库。,"为了 评估 这一 疗法 对于 儿童 烧伤 的 效果 , 研究者 查询 了 一个 澳大利亚 烧伤 中心 的 数据库 , 该 数据库 包括 对 患者 及其 父母 所 做 的 结构化 访谈 , 访谈 内容 是 在 烧伤 中心 检查 之前 , 患者 于 受伤 后 3 小时 内 接受 的 急救 .",0.2050017830583957,0.5,"['injury', 'parents', 'database', 'first aid', 'pediatric', 'assessment', 'treatment', 'prior', 'effect', '3', 'burns', 'burn center']","['injury', 'first aid', 'assessment', 'treatment', 'burns', 'burn center']",0.6472222222222223
37,"patients with friction , electrical , and chemical burns as well as those with missing data were excluded .",摩擦伤、电伤、化学灼伤患者以及缺失数据的患者被排除在外。,"发生 摩擦 烧伤 , 电 烧伤 和 化学 烧伤 , 以及 数据 缺失 的 患者 被 排除 .",0.24150793994767647,0.5,"['data', 'chemical', 'friction', 'well', 'burns', 'missing']","['data', 'friction', 'missing']",0.75
38,"although observational , this study provides fairly convincing evidence that treatment of pediatric burns with cool running water as soon as possible improves important clinical outcomes .",尽管是观察性的，这项研究相当有说服力地表明，尽早用冷水治疗儿童烧伤会改善重要的临床结局。,"尽管 这是 一项 观察 性 研究 , 但 它 提供 了 相当 令人信服 的 证据 证明 , 儿童 烧伤 后 尽快 采用 流动 冷水 冲洗 可 改善 重要 的 临床 结局 .",0.22762088950646645,0.5555555555555556,"['pediatric', 'study', 'water', 'running', 'treatment', 'clinical', 'evidence', 'cool', 'burns']","['water', 'treatment', 'clinical', 'cool', 'burns']",0.6666666666666666
39,"the authors note that durations longer than 20 minutes have not been shown to provide additive benefit and could be harmful , although that was not tested in this study .",研究作者指出，时长超过20分钟的持续时间并没有显示出额外的益处，可能会有害，尽管这项研究并没有对此进行测试。,"作者 指出 , 超过 20 分钟 的 流动 冷水 冲洗 未 产生 额外 益处 , 而且 可能 有害 , 但本 研究 并未 检验 这 一点 .",0.17958969327335408,0.0,"['study', 'additive', 'note', 'benefit', 'have not']",[],0.26666666666666666
40,"HbA1c was averaged over time for each patient ( mean HbA1c level for the cohort , 8.0 % ) .","HbA1c was averaged over time for each patient (mean HbA1c level for the cohort, 8.0%).","研究者 计算 了 每例 患者 随 时间推移 的 平均 HbA1c ( 队列 平均 HbA1c 水平 , 8.0% ) .",0.22039362589090647,0.0,"['mean', 'time', 'patient', 'level', 'cohort']",[],0.0
41,"thus , the authors suggest that an HbA1c target of 6.5 % to 6.9 % is reasonable .",因此，作者建议HbA1c目标在6.5%到6.9%之间是合理的。,"因此 , 作者 认为 6.5% ~ 6.9% 的 HbA1c 目标 是 合理 的 .",0.22784947248735912,0.6666666666666666,"['target', 'thus', 'suggest']","['target', 'thus']",0.6666666666666666
42,"no ; benefits will outweigh risks for many menopausal patients who , through discussion of research findings and shared decision making , can make informed choices about HT use .",没有证据表明，许多更年期患者的利益会超过使用激素治疗所涉及的风险。通过讨论研究结果和共同做出决策，这些患者可以对激素治疗做出明智的选择。,"不会 ; 对于 许多 绝经期 患者 而言 , 激素 疗法 的 益处 大于 风险 , 通过 讨论 研究 结果 和 共同 决策 , 她们 可以 做出 知情 选择 .",0.23363816928678538,0.3333333333333333,"['research', 'shared decision making', 'menopausal', 'will', 'discussion', 'make']","['research', 'discussion']",0.5555555555555556
43,hormone therapy ( HT ) is the most effective treatment for bothersome menopausal vasomotor symptoms .,hormone therapy (HT) is the most effective treatment for bothersome menopausal vasomotor symptoms.,"对于 令人烦恼 的 绝经期 血管 舒缩 症状 , 激素 疗法 是 最 有效 的 治疗 手段 .",0.07862004697399053,0.0,"['hormone', 'vasomotor', 'symptoms', 'therapy', 'menopausal', 'treatment']",[],0.3956783670405961
44,both regimens raised risk for stroke and venous thromboembolism but lowered risk for fractures and diabetes .,两种方案都会增加患中风和静脉血栓栓塞的风险，但降低了患骨折和糖尿病的风险。,"两种 方案 均 增加 了 卒 中 和 静脉 血栓 栓塞 的 风险 , 但 降低 了 骨折 和 糖尿病 的 风险 .",0.5066011932988919,0.7142857142857143,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures']","['diabetes', 'stroke', 'thromboembolism', 'risk', 'fractures']",0.9047619047619048
45,"although observational studies over the past several decades have linked HT to increased breast cancer risk , the specific associations with HT formulation , route of delivery , and duration have been poorly studied .",尽管过去几十年来的观察性研究已经将女性激素与乳腺癌风险增加联系起来，但是具体与女性激素的配方、服用方式和持续时间的关联仍研究得不够透彻。,"尽管 过去 几十年 的 观察 性 研究 在 激素 疗法 与 乳腺癌 风险 增加 之间 建立 了 关联 , 但 在 与 激素 疗法 制剂 , 给 药 途径 和 持续时间 的 具体 关联 方面 , 目前 开展 的 研究 很少 .",0.2539018803850181,0.42857142857142855,"['breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'past']","['breast cancer', 'risk', 'duration']",0.5476190476190477
46,all systemic HT formulations ( including those using oral conjugated equine estrogens or estradiol or transdermal estradiol ) were associated with excess risk for breast cancer .,所有体系性应用黄体酮制剂（包括那些使用口服已配制的马雌酚醇或雌二醇或经皮雌二醇的制剂）与乳腺癌的风险增加有关。,所有 全身 用药 的 激素 疗法 制剂 ( 包括 口服 结合 马 雌激素 或 雌二醇 或者 经皮 给 药 的 雌二醇 ) 均 与 乳腺癌 的 超额 危险度 相关 .,0.16121790850440615,0.3,"['excess', 'oral', 'breast cancer', 'associated', 'equine', 'risk', 'systemic', 'estradiol', 'estrogens', 'transdermal']","['breast cancer', 'risk', 'estradiol']",0.586111111111111
47,type of progestogen did not appear to affect these associations .,类型的孕激素似乎不会影响这些关联。,孕激素 的 类型 似乎 不 影响 上述 关联 .,0.16818477449569297,0.6666666666666666,"['type', 'affect', 'progestogen']","['type', 'affect']",0.8888888888888888
48,vaginal estrogen was not associated with increased risk .,vaginal estrogen was not associated with increased risk.,阴道 给 药 的 雌激素 未 伴有 风险 增加 .,0.08630980997649433,0.0,"['estrogen', 'vaginal', 'associated', 'risk']",[],0.2543290043290043
49,"assuming the reported associations are causal , the authors estimated the absolute risk for breast cancer up to age 70 .",如果报告的相关性是因果关系，作者估计了70岁以前乳腺癌的绝对风险。,"假设 报告 的 关联 是 因果关系 , 作者 估算 了 截至 70 岁 时 , 乳腺癌 的 绝对 风险 .",0.27070739573697233,0.6,"['absolute', 'breast cancer', 'age', 'risk', 'causal']","['absolute', 'breast cancer', 'risk']",0.8
50,"at 10 years of HT use , risks were approximately twice that at 5 years .",在使用高纤维饮食10年后，风险大约是5年时的两倍。,使用 激素 疗法 10 年 时 的 风险 大约 是 5 年 时 的 2 倍 .,0.4618739350432746,0.3333333333333333,"['5', 'approximately', 'twice']",['5'],0.3333333333333333
51,"for EPT , both the randomized WHI trial and this new Lancet analysis of observational data indicated an increased risk for breast cancer .",对于EPT，随机的WHI试验和最新的《柳叶刀》观察数据分析都表明乳腺癌风险增加。,"对于 雌激素 - 孕激素 疗法 , 随机 WHI 试验 与 《 柳叶刀 》 中 关于 观察 性 数据 的 这项 新 的 分析 均 表明 , 乳腺癌 风险 增加 .",0.1632752683261886,0.5,"['lancet', 'analysis', 'breast cancer', 'risk', 'trial', 'observational data', 'EPT', 'new']","['analysis', 'breast cancer', 'risk', 'new']",0.71875
52,could the excess risk found in observational studies be exaggerated due to inherent limitations of the study design ?,观察研究中发现的风险过剩是否因为研究设计的固有局限而被夸大？,观察 性 研究 中 发现 的 超额 危险度 是否 因 研究 设计 中 的 固有 局限性 而 被 夸大 ?,0.3059186875985017,0.5,"['excess', 'inherent', 'study', 'risk', 'design', 'due']","['excess', 'risk', 'design']",0.7222222222222222
53,"in contrast , in the WHI trial ( and in most randomized trials of HT ) , both users and nonusers underwent uniformly standardized mammographic screening .",相反，在WHI试验（以及大多数随机化的女性激素治疗试验）中，使用者和不使用者都经历过统一标准化的乳房X光筛查。,"相比之下 , 在 WHI 试验 ( 以及 关于 激素 疗法 的 大多数 随机 试验 ) 中 , 使用 和 未 使用 激素 疗法 的 女性 均 接受 了 统一 的 标准化 乳腺 X 线 筛查 .",0.1434210803871804,0.3333333333333333,"['contrast', 'screening', 'trial']",['screening'],0.6666666666666666
54,"thus , the excess breast cancer risk in observational studies could reflect increased mammographic detection of nonlethal cancers .",因此，观察研究中的乳腺癌风险过高可能反映出非致命性癌症的增加。,"因此 , 观察 性 研究 中 乳腺癌 的 超额 危险度 可能 反映 出 乳腺 X 线 检查 发现 的 非 致死 性 乳腺癌 增加 .",0.11223030627292047,0.8333333333333334,"['excess', 'detection', 'breast cancer', 'reflect', 'risk', 'thus']","['detection', 'breast cancer', 'reflect', 'risk', 'thus']",0.9166666666666666
55,"accordingly , one advantage that observational studies have over randomized trials ( usually limited to 5 − 7 years of treatment ) is their ability to assess extended use .",因此，观察研究相对于随机试验的一个优势在于它们可以评估长期使用。,"因此 , 观察 性 研究 胜过 随机 试验 ( 通常 限于 5 ~ 7 年 的 治疗 ) 的 一个 优势 是 可以 评估 长期 用药 .",0.15762680268288476,0.3333333333333333,"['5', 'treatment', 'advantage', 'ability', 'assess', 'limited']","['advantage', 'assess']",0.3888888888888889
56,"understandably , women are often concerned about breast cancer risk as they make decisions about HT ; however , such decisions should be guided by the big picture .",理解地，女性在做出激素替代疗法决定时，经常会担心乳腺癌的风险；然而，这类决定应该由总体情况来指导。,"可以 理解 , 女性 在 做 关于 激素 疗法 的 决策 时 , 常 担心 乳腺癌 的 风险 ; 然而 , 制订 此类 决策 时应 眼观 大局 .",0.18282994029194574,0.5,"['breast cancer', 'picture', 'risk', 'make']","['breast cancer', 'risk']",0.5
57,"on an absolute scale , many of the risks associated with HT are modest .",在绝对尺度上，许多与高热相关的风险是温和的。,"就 绝对 风险 而言 , 与 激素 疗法 相关 的 许多 风险 都 不大 .",0.1366292200339362,0.3333333333333333,"['scale', 'absolute', 'associated']",['absolute'],0.611111111111111
